GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRIE001,AMRIE002,AMRIE003,AMRIE004,AMRIE005,AMRIE006,AMRIE007,AMRIE008,AMRIE009,AMRIE010,AMRIE011,AMRIE012,AMRIE013,AMRIE014,AMRIE015,AMRIE016,AMRIE017,NAME_M,AMRIM001,AMRIM002,AMRIM003,AMRIM004,AMRIM005,AMRIM006,AMRIM007,AMRIM008,AMRIM009,AMRIM010,AMRIM011,AMRIM012,AMRIM013,AMRIM014,AMRIM015,AMRIM016,AMRIM017
"G0801170","2016-2020","CO",,,"Colorado","08","Summit County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08117",,,"Summit County, Colorado",11609,5842,2214,3628,937,135,802,2124,1167,184,231,542,2706,2140,8,30,528,"Summit County, Colorado",676,586,367,464,356,159,283,449,334,120,132,254,503,486,48,32,206
"G0801190","2016-2020","CO",,,"Colorado","08","Teller County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08119",,,"Teller County, Colorado",10460,5816,1148,4668,565,123,442,2082,1442,210,366,64,1997,1488,145,257,107,"Teller County, Colorado",379,401,201,373,160,64,152,282,278,81,132,50,353,289,92,117,64
"G0801210","2016-2020","CO",,,"Colorado","08","Washington County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08121",,,"Washington County, Colorado",2081,1173,347,826,110,56,54,398,250,72,62,14,400,252,38,50,60,"Washington County, Colorado",241,145,68,104,39,33,26,106,79,46,29,16,74,69,31,31,28
"G0801230","2016-2020","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08123",,,"Weld County, Colorado",102046,60140,27249,32891,5355,1832,3523,21481,11165,4803,4351,1162,15070,10065,1400,2097,1508,"Weld County, Colorado",544,1007,882,934,497,331,375,746,560,484,503,182,754,691,259,317,219
"G0801250","2016-2020","CO",,,"Colorado","08","Yuma County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08125",,,"Yuma County, Colorado",4108,2332,932,1400,205,111,94,975,604,200,160,11,596,426,20,70,80,"Yuma County, Colorado",128,224,163,168,122,95,63,181,135,105,77,15,152,125,20,64,79
"G0900010","2016-2020","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09001",,,"Fairfield County, Connecticut",345070,183353,80757,102596,17307,6028,11279,92865,51960,17180,20046,3679,51545,34619,3617,7610,5699,"Fairfield County, Connecticut",1483,2384,1687,1898,947,571,747,1979,1679,1003,1094,430,1623,1447,472,774,786
"G0900030","2016-2020","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09003",,,"Hartford County, Connecticut",353653,159380,62592,96788,22779,7279,15500,109323,62314,20198,22920,3891,62171,44168,4188,9704,4111,"Hartford County, Connecticut",1455,2399,1586,1877,1370,795,1109,2093,1731,1073,1282,496,1676,1352,522,1002,494
"G0900050","2016-2020","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09005",,,"Litchfield County, Connecticut",74902,38612,12534,26078,5012,1214,3798,18154,11628,2414,3566,546,13124,9917,763,1683,761,"Litchfield County, Connecticut",706,990,674,879,597,231,564,917,635,338,534,190,762,763,185,291,199
"G0900070","2016-2020","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09007",,,"Middlesex County, Connecticut",67765,33847,11329,22518,4644,1084,3560,18033,11578,2861,2758,836,11241,8413,660,1205,963,"Middlesex County, Connecticut",812,943,677,898,556,263,464,891,757,461,369,298,717,539,214,337,267
"G0900090","2016-2020","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09009",,,"New Haven County, Connecticut",332765,145645,52562,93083,21838,6435,15403,106023,60777,21443,20417,3386,59259,42499,3188,9040,4532,"New Haven County, Connecticut",1647,2386,1669,2099,1292,677,1146,2048,1735,1263,1135,451,1654,1505,483,930,545
"G0900110","2016-2020","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09011",,,"New London County, Connecticut",109616,52397,19065,33332,7960,2639,5321,27917,15735,5686,5618,878,21342,15034,1477,3114,1717,"New London County, Connecticut",863,1491,1025,1125,666,399,565,1120,820,513,513,219,973,837,338,438,347
"G0900130","2016-2020","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09013",,,"Tolland County, Connecticut",56077,29839,10594,19245,4584,1181,3403,12337,7340,1825,2166,1006,9317,6113,371,1129,1704,"Tolland County, Connecticut",663,939,568,717,558,261,491,601,529,285,351,313,704,568,149,402,341
"G0900150","2016-2020","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09015",,,"Windham County, Connecticut",45589,21356,6918,14438,4042,1425,2617,12261,6856,2601,2248,556,7930,5395,855,1183,497,"Windham County, Connecticut",509,823,458,714,435,315,369,665,520,367,354,195,654,520,259,270,165
"G1000010","2016-2020","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10001",,,"Kent County, Delaware",67299,31168,11144,20024,4828,1608,3220,19985,9786,5165,4248,786,11318,7557,1021,1726,1014,"Kent County, Delaware",656,1189,797,911,532,268,490,907,881,542,540,194,812,716,302,478,284
"G1000030","2016-2020","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10003",,,"New Castle County, Delaware",209431,96240,34577,61663,14481,4093,10388,62225,35995,11194,12454,2582,36485,26002,2969,4833,2681,"New Castle County, Delaware",1022,1993,1268,1665,1136,565,1003,1545,1467,738,814,374,1448,1362,479,576,394
"G1000050","2016-2020","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10005",,,"Sussex County, Delaware",94223,50622,12009,38613,6507,2417,4090,24909,16148,3854,4291,616,12185,8896,896,1658,735,"Sussex County, Delaware",1195,1310,699,1023,638,412,485,1244,1084,491,511,134,759,769,249,287,182
"G1100010","2016-2020","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US11001",,,"District of Columbia, District of Columbia",288307,75305,28509,46796,19762,2412,17350,121079,75131,17203,19057,9688,72161,54911,2825,5605,8820,"District of Columbia, District of Columbia",1319,1770,1223,1561,1260,393,1110,1966,2163,1049,1236,600,1891,1798,521,686,608
"G1200010","2016-2020","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12001",,,"Alachua County, Florida",101979,36920,12821,24099,7458,1218,6240,33994,20598,4669,5255,3472,23607,17176,943,1430,4058,"Alachua County, Florida",991,1359,743,1106,984,319,903,1302,1225,529,572,415,830,846,327,296,520
"G1200030","2016-2020","FL",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12003",,,"Baker County, Florida",8828,4881,1909,2972,714,216,498,2103,1016,334,673,80,1130,652,104,129,245,"Baker County, Florida",347,432,332,324,284,128,292,330,289,138,193,83,281,172,74,89,227
"G1200050","2016-2020","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12005",,,"Bay County, Florida",73536,34976,12189,22787,4453,1422,3031,20157,10953,3867,4202,1135,13950,10375,750,1810,1015,"Bay County, Florida",986,1421,790,1043,660,354,495,1018,833,577,441,288,965,842,261,294,281
"G1200070","2016-2020","FL",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12007",,,"Bradford County, Florida",9318,4157,1304,2853,536,116,420,2945,1709,541,620,75,1680,1141,266,115,158,"Bradford County, Florida",449,383,259,333,172,77,169,346,302,177,214,64,378,245,237,70,119
"G1200090","2016-2020","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12009",,,"Brevard County, Florida",236005,115596,31928,83668,14904,4108,10796,61845,39611,8866,11253,2115,43660,32922,2299,5757,2682,"Brevard County, Florida",2066,2210,1349,1888,1393,628,1162,1717,1330,811,919,366,1712,1594,494,774,422
"G1200110","2016-2020","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12011",,,"Broward County, Florida",704942,303652,114204,189448,49489,15538,33951,217762,116470,41911,51827,7554,134039,93881,8278,21111,10769,"Broward County, Florida",3223,4378,2928,3469,1809,1003,1646,3369,2858,1953,2101,784,3281,2642,918,1504,874
"G1200130","2016-2020","FL",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12013",,,"Calhoun County, Florida",4510,2144,718,1426,140,52,88,1357,882,125,298,52,869,742,19,95,13,"Calhoun County, Florida",324,269,192,251,68,50,55,213,203,60,98,50,216,205,23,54,15
"G1200150","2016-2020","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12015",,,"Charlotte County, Florida",79789,42938,6320,36618,4362,819,3543,20090,14004,2090,3222,774,12399,10023,481,1140,755,"Charlotte County, Florida",1081,1262,708,1287,580,287,461,827,811,401,432,181,912,851,155,231,229
"G1200170","2016-2020","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12017",,,"Citrus County, Florida",64621,31966,4802,27164,3551,882,2669,18008,12004,1769,3448,787,11096,8832,741,853,670,"Citrus County, Florida",984,1090,542,983,443,196,390,926,951,313,459,204,766,688,285,227,285
"G1200190","2016-2020","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12019",,,"Clay County, Florida",75360,44328,17922,26406,3953,1900,2053,16839,8328,3555,4581,375,10240,6681,1197,1554,808,"Clay County, Florida",851,1488,1076,1113,528,402,288,1321,959,717,709,153,770,633,347,347,297
"G1200210","2016-2020","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12021",,,"Collier County, Florida",147977,79543,18420,61123,8675,3147,5528,38818,26840,4998,5955,1025,20941,15597,1286,2482,1576,"Collier County, Florida",2064,1869,1080,1634,848,596,539,1592,1322,575,866,336,1448,1360,272,451,311
"G1200230","2016-2020","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12023",,,"Columbia County, Florida",25205,11370,3535,7835,1933,534,1399,7152,4178,1062,1685,227,4750,3524,361,537,328,"Columbia County, Florida",475,697,433,504,365,183,325,622,488,276,356,159,426,404,166,174,160
"G1200270","2016-2020","FL",,,"Florida","12","DeSoto County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12027",,,"DeSoto County, Florida",12421,5860,2338,3522,677,147,530,3482,1712,729,791,250,2402,1607,224,457,114,"DeSoto County, Florida",365,463,368,411,201,88,175,394,273,225,196,168,366,318,143,190,103
"G1200290","2016-2020","FL",,,"Florida","12","Dixie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12029",,,"Dixie County, Florida",6233,3513,866,2647,307,41,266,1434,840,180,384,30,979,805,15,143,16,"Dixie County, Florida",424,373,232,303,133,42,123,260,218,114,128,34,225,220,21,84,29
"G1200310","2016-2020","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12031",,,"Duval County, Florida",369704,149841,56408,93433,25235,8190,17045,120060,64760,25696,24487,5117,74568,52675,4412,10217,7264,"Duval County, Florida",2281,2651,2045,2023,1849,1027,1413,2536,2081,1281,1351,626,2251,2239,595,947,930
"G1200330","2016-2020","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12033",,,"Escambia County, Florida",122169,50770,15470,35300,8512,2760,5752,39124,20780,6449,9449,2446,23763,16805,1056,3085,2817,"Escambia County, Florida",1281,1439,937,1109,683,542,551,1142,905,587,714,434,1137,986,246,428,432
"G1200350","2016-2020","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12035",,,"Flagler County, Florida",44040,25276,5258,20018,2091,505,1586,10178,5760,1418,2623,377,6495,4345,605,863,682,"Flagler County, Florida",665,971,544,773,337,187,289,699,549,332,411,152,578,467,188,218,206
"G1200370","2016-2020","FL",,,"Florida","12","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12037",,,"Franklin County, Florida",4691,2164,509,1655,409,190,219,1183,791,134,244,14,935,699,56,134,46,"Franklin County, Florida",249,231,130,200,132,93,92,154,140,77,83,16,211,180,60,81,43
"G1200390","2016-2020","FL",,,"Florida","12","Gadsden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12039",,,"Gadsden County, Florida",17307,7038,1899,5139,819,229,590,6280,2821,1624,1773,62,3170,2574,125,377,94,"Gadsden County, Florida",532,544,248,490,232,120,197,476,351,288,298,47,401,402,100,154,66
"G1200410","2016-2020","FL",,,"Florida","12","Gilchrist County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12041",,,"Gilchrist County, Florida",6701,3309,767,2542,491,180,311,1586,925,384,227,50,1315,920,82,219,94,"Gilchrist County, Florida",197,280,168,228,180,115,132,230,186,137,99,35,212,214,52,102,63
"G1200430","2016-2020","FL",,,"Florida","12","Glades County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12043",,,"Glades County, Florida",4859,2229,716,1513,526,283,243,986,517,117,340,12,1118,833,70,191,24,"Glades County, Florida",320,349,195,260,196,160,112,233,156,71,156,19,226,196,75,92,23
"G1200450","2016-2020","FL",,,"Florida","12","Gulf County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12045",,,"Gulf County, Florida",5897,2900,761,2139,478,55,423,1479,726,351,380,22,1040,828,63,88,61,"Gulf County, Florida",861,517,332,272,211,51,194,280,171,171,119,21,221,190,63,59,83
"G1200470","2016-2020","FL",,,"Florida","12","Hamilton County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12047",,,"Hamilton County, Florida",4385,2231,720,1511,377,125,252,1345,619,292,297,137,432,347,18,44,23,"Hamilton County, Florida",311,246,206,218,139,105,112,235,143,114,113,111,134,121,17,40,29
"G1200490","2016-2020","FL",,,"Florida","12","Hardee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12049",,,"Hardee County, Florida",7991,4324,1720,2604,505,283,222,2003,1085,472,387,59,1159,759,115,247,38,"Hardee County, Florida",273,415,283,275,183,146,113,334,236,201,118,56,211,194,88,101,33
"G1200510","2016-2020","FL",,,"Florida","12","Hendry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12051",,,"Hendry County, Florida",12878,5850,2637,3213,1154,627,527,3402,1344,1046,957,55,2472,1611,173,476,212,"Hendry County, Florida",459,613,467,445,271,228,181,514,351,339,286,53,413,402,123,245,112
"G1200530","2016-2020","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12053",,,"Hernando County, Florida",76708,39341,10146,29195,5744,2330,3414,19611,11812,2586,4532,681,12012,8416,998,1536,1062,"Hernando County, Florida",819,1188,620,939,539,444,404,860,586,420,469,197,769,660,283,265,235
"G1200550","2016-2020","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12055",,,"Highlands County, Florida",42721,21148,3849,17299,2530,860,1670,11157,7156,1516,2127,358,7886,6306,321,990,269,"Highlands County, Florida",843,1093,509,954,404,257,275,695,529,298,419,173,875,887,142,300,121
"G1200570","2016-2020","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12057",,,"Hillsborough County, Florida",539919,238319,93529,144790,40569,12373,28196,159687,86056,32588,31384,9659,101344,69420,7582,13485,10857,"Hillsborough County, Florida",2151,2932,2360,2476,1890,971,1513,2837,2351,1526,1352,891,2178,2274,798,861,984
"G1200590","2016-2020","FL",,,"Florida","12","Holmes County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12059",,,"Holmes County, Florida",7137,3251,1131,2120,393,195,198,2124,1021,451,628,24,1369,959,118,264,28,"Holmes County, Florida",283,262,197,235,152,111,77,211,159,172,136,19,220,202,78,131,22
"G1200610","2016-2020","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12061",,,"Indian River County, Florida",60959,32096,5911,26185,2626,349,2277,16289,12135,1405,2319,430,9948,8115,330,933,570,"Indian River County, Florida",1170,1180,591,974,385,135,367,878,787,341,406,154,751,703,177,243,179
"G1200630","2016-2020","FL",,,"Florida","12","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12063",,,"Jackson County, Florida",17533,8261,2852,5409,1041,523,518,5385,3184,1056,1081,64,2846,2217,223,264,142,"Jackson County, Florida",383,487,357,401,265,158,205,380,386,207,210,42,338,336,96,102,72
"G1200650","2016-2020","FL",,,"Florida","12","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12065",,,"Jefferson County, Florida",5643,2749,796,1953,196,37,159,1679,984,208,474,13,1019,676,54,231,58,"Jefferson County, Florida",238,292,161,217,70,40,70,247,204,116,132,20,173,145,58,123,46
"G1200670","2016-2020","FL",,,"Florida","12","Lafayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12067",,,"Lafayette County, Florida",2315,1099,328,771,131,76,55,587,370,42,175,0,498,197,0,250,51,"Lafayette County, Florida",313,250,124,203,98,90,46,180,141,46,98,20,287,84,20,248,81
